date	hour	nb_streamer	nb_spec
21-Nov-11	15	17	746
21-Nov-11	16	21	1072
21-Nov-11	17	17	1319
21-Nov-11	18	24	1207
21-Nov-11	19	30	1271
21-Nov-11	20	32	1234
21-Nov-11	21	28	1578
21-Nov-11	22	18	3341
21-Nov-11	23	26	1502
22-Nov-11	0	33	1871
22-Nov-11	1	35	2531
22-Nov-11	2	35	4993
22-Nov-11	3	31	4636
22-Nov-11	4	32	1789
22-Nov-11	5	31	1745
22-Nov-11	6	22	1212
22-Nov-11	7	22	1110
22-Nov-11	8	18	731
22-Nov-11	9	17	831
22-Nov-11	10	12	870
22-Nov-11	11	16	817
22-Nov-11	12	13	1003
22-Nov-11	13	15	712
22-Nov-11	14	14	910
22-Nov-11	15	18	1007
22-Nov-11	16	18	941
22-Nov-11	17	19	1028
22-Nov-11	18	22	1420
22-Nov-11	19	33	1932
22-Nov-11	20	36	4125
22-Nov-11	21	33	3959
22-Nov-11	22	29	2175
22-Nov-11	23	32	2908
23-Nov-11	0	38	3846
23-Nov-11	1	36	1829
23-Nov-11	2	43	1817
23-Nov-11	3	42	2153
23-Nov-11	4	37	1795
23-Nov-11	5	36	1430
23-Nov-11	6	25	1452
23-Nov-11	7	21	1150
23-Nov-11	8	20	1017
23-Nov-11	9	19	1223
23-Nov-11	10	16	1304
23-Nov-11	11	13	651
23-Nov-11	12	14	655
23-Nov-11	13	15	623
23-Nov-11	14	9	517
23-Nov-11	15	7	694
23-Nov-11	16	12	865
23-Nov-11	17	15	1012
23-Nov-11	18	15	1439
23-Nov-11	19	25	1931
23-Nov-11	20	21	2040
23-Nov-11	21	19	1978
23-Nov-11	22	16	1001
23-Nov-11	23	16	1072
24-Nov-11	0	34	1321
24-Nov-11	1	40	1880
24-Nov-11	2	40	2255
24-Nov-11	3	36	2266
24-Nov-11	4	31	1286
24-Nov-11	5	30	1123
24-Nov-11	6	29	1118
24-Nov-11	7	25	1147
24-Nov-11	8	25	1437
24-Nov-11	9	23	1257
24-Nov-11	10	27	1310
24-Nov-11	11	25	830
24-Nov-11	12	21	960
24-Nov-11	13	20	622
24-Nov-11	14	25	892
24-Nov-11	15	25	1175
24-Nov-11	16	22	1250
24-Nov-11	17	25	1513
24-Nov-11	18	34	1775
24-Nov-11	19	33	1872
24-Nov-11	20	35	2074
24-Nov-11	21	24	1502
24-Nov-11	22	27	1478
24-Nov-11	23	26	1570
25-Nov-11	0	25	1832
25-Nov-11	1	11	527
25-Nov-11	2	14	542
25-Nov-11	3	16	875
25-Nov-11	4	23	1333
25-Nov-11	5	30	1485
25-Nov-11	6	29	1657
25-Nov-11	7	30	1781
25-Nov-11	8	22	1842
25-Nov-11	9	21	1159
25-Nov-11	10	21	793
25-Nov-11	11	23	753
25-Nov-11	12	23	800
25-Nov-11	13	26	901
25-Nov-11	14	31	1270
25-Nov-11	15	36	894
25-Nov-11	16	121	3466
25-Nov-11	17	157	1378
25-Nov-11	18	164	1470
25-Nov-11	19	169	1970
25-Nov-11	20	148	1982
25-Nov-11	21	144	1583
25-Nov-11	22	145	1593
25-Nov-11	23	137	1598
26-Nov-11	0	131	1453
26-Nov-11	1	129	1577
26-Nov-11	2	118	1607
26-Nov-11	3	101	1113
26-Nov-11	4	103	1048
26-Nov-11	5	101	1044
26-Nov-11	6	86	791
26-Nov-11	7	74	776
26-Nov-11	8	65	776
26-Nov-11	9	18	298
26-Nov-11	10	35	576
26-Nov-11	11	64	597
26-Nov-11	12	74	671
26-Nov-11	13	76	763
26-Nov-11	14	73	876
26-Nov-11	15	81	949
26-Nov-11	16	104	1151
26-Nov-11	17	117	1714
26-Nov-11	18	138	1810
26-Nov-11	19	152	1944
26-Nov-11	20	159	1665
26-Nov-11	21	147	975
26-Nov-11	22	159	1175
26-Nov-11	23	141	1130
27-Nov-11	0	137	1265
27-Nov-11	1	130	1634
27-Nov-11	2	135	1159
27-Nov-11	3	118	1295
27-Nov-11	4	116	1083
27-Nov-11	5	107	1021
27-Nov-11	6	96	946
27-Nov-11	7	86	910
27-Nov-11	8	73	740
27-Nov-11	9	65	650
27-Nov-11	10	59	823
27-Nov-11	11	54	816
27-Nov-11	12	62	1181
27-Nov-11	13	64	959
27-Nov-11	14	69	1065
27-Nov-11	15	81	1391
27-Nov-11	16	87	1629
27-Nov-11	17	89	1683
27-Nov-11	18	100	1239
27-Nov-11	19	97	2846
27-Nov-11	20	100	3026
27-Nov-11	21	118	3056
27-Nov-11	22	113	3469
27-Nov-11	23	97	5162
28-Nov-11	0	89	3459
28-Nov-11	1	94	3476
28-Nov-11	2	99	3386
28-Nov-11	3	91	1372
28-Nov-11	4	85	1188
28-Nov-11	5	82	1334
28-Nov-11	6	73	1370
28-Nov-11	7	59	856
28-Nov-11	8	52	791
28-Nov-11	9	49	689
28-Nov-11	10	35	690
28-Nov-11	11	32	752
28-Nov-11	12	26	684
28-Nov-11	13	27	828
28-Nov-11	14	30	898
28-Nov-11	15	37	1086
28-Nov-11	16	43	1134
28-Nov-11	17	55	1441
28-Nov-11	18	59	1058
28-Nov-11	19	57	1143
28-Nov-11	20	69	2898
28-Nov-11	21	66	3109
28-Nov-11	22	70	4448
28-Nov-11	23	66	4576
29-Nov-11	0	68	3182
29-Nov-11	1	71	3444
29-Nov-11	2	56	3465
29-Nov-11	3	63	3598
29-Nov-11	4	61	1929
29-Nov-11	5	57	995
29-Nov-11	6	40	965
29-Nov-11	7	11	497
29-Nov-11	8	7	520
29-Nov-11	9	5	192
29-Nov-11	10	6	221
29-Nov-11	11	9	267
29-Nov-11	12	11	298
29-Nov-11	13	10	273
29-Nov-11	14	12	336
29-Nov-11	15	11	406
29-Nov-11	16	13	451
29-Nov-11	17	15	443
29-Nov-11	18	14	441
29-Nov-11	19	14	504
29-Nov-11	20	17	663
29-Nov-11	21	19	496
29-Nov-11	22	15	408
29-Nov-11	23	13	557
30-Nov-11	0	16	456
30-Nov-11	1	18	492
30-Nov-11	2	18	606
30-Nov-11	3	14	435
30-Nov-11	4	14	424
30-Nov-11	5	12	355
30-Nov-11	6	8	336
30-Nov-11	7	14	283
30-Nov-11	8	11	283
30-Nov-11	9	8	154
30-Nov-11	10	8	169
30-Nov-11	11	9	192
30-Nov-11	12	7	172
30-Nov-11	13	6	183
30-Nov-11	14	12	264
30-Nov-11	15	16	563
30-Nov-11	16	13	665
30-Nov-11	17	10	814
30-Nov-11	18	13	699
30-Nov-11	19	9	657
30-Nov-11	20	13	542
30-Nov-11	21	14	562
30-Nov-11	22	10	663
30-Nov-11	23	12	599
1-Dec-11	0	13	595
1-Dec-11	1	9	310
1-Dec-11	2	13	282
1-Dec-11	3	10	283
1-Dec-11	4	12	294
1-Dec-11	5	12	274
1-Dec-11	6	11	201
1-Dec-11	7	12	183
1-Dec-11	8	10	144
1-Dec-11	9	9	189
1-Dec-11	10	9	180
1-Dec-11	11	7	205
1-Dec-11	12	6	180
1-Dec-11	13	6	204
1-Dec-11	14	7	222
1-Dec-11	15	8	264
1-Dec-11	16	10	350
1-Dec-11	17	18	798
1-Dec-11	18	26	1451
1-Dec-11	19	28	1669
1-Dec-11	20	28	1741
1-Dec-11	21	31	1150
1-Dec-11	22	27	1597
1-Dec-11	23	24	1474
2-Dec-11	0	20	1166
2-Dec-11	1	29	1501
2-Dec-11	2	31	3843
2-Dec-11	3	33	3629
2-Dec-11	4	27	3802
2-Dec-11	5	26	3441
2-Dec-11	6	22	1391
2-Dec-11	7	20	1300
2-Dec-11	8	22	1408
2-Dec-11	9	21	1503
2-Dec-11	10	17	770
2-Dec-11	11	11	715
2-Dec-11	12	7	497
2-Dec-11	13	7	507
2-Dec-11	14	7	556
2-Dec-11	15	8	396
2-Dec-11	16	10	442
2-Dec-11	17	14	490
2-Dec-11	18	15	544
2-Dec-11	19	46	926
2-Dec-11	20	64	1319
2-Dec-11	21	61	1252
2-Dec-11	22	66	3072
2-Dec-11	23	68	3149
3-Dec-11	0	54	3261
3-Dec-11	1	51	3795
3-Dec-11	2	52	3531
3-Dec-11	3	50	3401
3-Dec-11	4	55	3244
3-Dec-11	5	55	2013
3-Dec-11	6	43	3350
3-Dec-11	7	37	1555
3-Dec-11	8	38	1440
3-Dec-11	9	34	1273
3-Dec-11	10	31	935
3-Dec-11	11	33	926
3-Dec-11	12	32	936
3-Dec-11	13	30	582
3-Dec-11	14	14	459
3-Dec-11	15	22	711
3-Dec-11	16	43	1053
3-Dec-11	17	44	1310
3-Dec-11	18	45	1664
3-Dec-11	19	56	2173
3-Dec-11	20	58	1400
3-Dec-11	21	60	1471
3-Dec-11	22	61	1622
3-Dec-11	23	55	1569
4-Dec-11	0	54	1377
4-Dec-11	1	53	1634
4-Dec-11	2	48	1736
4-Dec-11	3	51	2112
4-Dec-11	4	51	3015
4-Dec-11	5	41	2904
4-Dec-11	6	43	2300
4-Dec-11	7	37	1823
4-Dec-11	8	34	1669
4-Dec-11	9	32	1663
4-Dec-11	10	24	1861
4-Dec-11	11	20	938
4-Dec-11	12	21	906
4-Dec-11	13	23	903
4-Dec-11	14	24	1072
4-Dec-11	15	29	1336
4-Dec-11	16	33	1427
4-Dec-11	17	40	1857
4-Dec-11	18	45	2246
4-Dec-11	19	43	2384
4-Dec-11	20	46	2710
4-Dec-11	21	48	2389
4-Dec-11	22	43	2420
4-Dec-11	23	44	2609
5-Dec-11	0	44	2177
5-Dec-11	1	44	2245
5-Dec-11	2	40	2070
5-Dec-11	3	36	2358
5-Dec-11	4	43	2112
5-Dec-11	5	40	1856
5-Dec-11	6	43	2608
5-Dec-11	7	13	1141
5-Dec-11	8	10	274
5-Dec-11	9	10	257
5-Dec-11	10	11	271
5-Dec-11	11	8	336
5-Dec-11	12	8	374
5-Dec-11	13	6	374
5-Dec-11	14	6	423
5-Dec-11	15	9	433
5-Dec-11	16	8	520
5-Dec-11	17	11	561
5-Dec-11	18	10	507
5-Dec-11	19	11	405
5-Dec-11	20	14	382
5-Dec-11	21	11	376
5-Dec-11	22	7	329
5-Dec-11	23	9	362
6-Dec-11	0	9	441
6-Dec-11	1	7	455
6-Dec-11	2	10	1463
6-Dec-11	3	9	1793
6-Dec-11	4	12	1474
6-Dec-11	5	12	470
6-Dec-11	6	13	454
6-Dec-11	7	8	299
6-Dec-11	8	12	515
6-Dec-11	9	11	322
6-Dec-11	10	12	342
6-Dec-11	11	10	358
6-Dec-11	12	11	392
6-Dec-11	13	12	379
6-Dec-11	14	12	373
6-Dec-11	15	12	480
6-Dec-11	16	15	616
6-Dec-11	17	10	653
6-Dec-11	18	11	512
6-Dec-11	19	16	593
6-Dec-11	20	15	570
6-Dec-11	21	17	555
6-Dec-11	22	17	526
6-Dec-11	23	17	657
7-Dec-11	0	13	324
7-Dec-11	1	10	334
7-Dec-11	2	12	278
7-Dec-11	3	13	281
7-Dec-11	4	12	290
7-Dec-11	5	12	262
7-Dec-11	6	12	170
7-Dec-11	7	12	175
7-Dec-11	8	14	198
7-Dec-11	9	10	210
7-Dec-11	10	10	182
7-Dec-11	11	10	173
7-Dec-11	12	8	212
7-Dec-11	13	8	207
7-Dec-11	14	11	204
7-Dec-11	15	10	215
7-Dec-11	16	12	340
7-Dec-11	17	12	357
7-Dec-11	18	14	395
7-Dec-11	19	16	398
7-Dec-11	20	16	484
7-Dec-11	21	13	586
7-Dec-11	22	11	480
7-Dec-11	23	9	414
8-Dec-11	0	16	412
8-Dec-11	1	8	333
8-Dec-11	2	6	313
8-Dec-11	3	11	353
8-Dec-11	4	13	330
8-Dec-11	5	11	326
8-Dec-11	6	12	266
8-Dec-11	7	12	251
8-Dec-11	8	10	252
8-Dec-11	9	8	166
8-Dec-11	10	7	185
8-Dec-11	11	6	201
8-Dec-11	12	7	229
8-Dec-11	13	8	323
8-Dec-11	14	8	351
8-Dec-11	15	8	417
8-Dec-11	16	9	433
8-Dec-11	17	11	510
8-Dec-11	18	9	487
8-Dec-11	19	10	491
8-Dec-11	20	8	482
8-Dec-11	21	11	549
8-Dec-11	22	12	496
8-Dec-11	23	13	444
9-Dec-11	0	13	794
9-Dec-11	1	12	918
9-Dec-11	2	10	352
9-Dec-11	3	10	386
9-Dec-11	4	15	405
9-Dec-11	5	15	379
9-Dec-11	6	15	370
9-Dec-11	7	14	518
9-Dec-11	8	11	455
9-Dec-11	9	11	310
9-Dec-11	10	7	295
9-Dec-11	11	7	287
9-Dec-11	12	9	304
9-Dec-11	13	9	345
9-Dec-11	14	9	359
9-Dec-11	15	10	393
9-Dec-11	16	9	393
9-Dec-11	17	14	430
9-Dec-11	18	14	442
9-Dec-11	19	14	498
9-Dec-11	20	16	567
9-Dec-11	21	13	560
9-Dec-11	22	17	314
9-Dec-11	23	18	309
10-Dec-11	0	15	322
10-Dec-11	1	12	401
10-Dec-11	2	17	522
10-Dec-11	3	15	356
10-Dec-11	4	17	388
10-Dec-11	5	14	288
10-Dec-11	6	15	273
10-Dec-11	7	12	249
10-Dec-11	8	10	197
10-Dec-11	9	9	245
10-Dec-11	10	7	280
10-Dec-11	11	8	294
10-Dec-11	12	9	321
10-Dec-11	13	6	324
10-Dec-11	14	8	342
10-Dec-11	15	10	357
10-Dec-11	16	12	340
10-Dec-11	17	11	332
10-Dec-11	18	15	523
10-Dec-11	19	14	461
10-Dec-11	20	13	439
10-Dec-11	21	10	418
10-Dec-11	22	12	391
10-Dec-11	23	13	304
11-Dec-11	0	12	309
11-Dec-11	1	13	308
11-Dec-11	2	12	301
11-Dec-11	3	10	258
11-Dec-11	4	12	290
11-Dec-11	5	12	246
11-Dec-11	6	10	265
11-Dec-11	7	10	278
11-Dec-11	8	14	285
11-Dec-11	9	12	365
11-Dec-11	10	13	295
11-Dec-11	11	12	321
11-Dec-11	12	13	367
11-Dec-11	13	9	354
11-Dec-11	14	10	382
11-Dec-11	15	12	406
11-Dec-11	16	13	438
11-Dec-11	17	13	457
11-Dec-11	18	16	541
11-Dec-11	19	14	643
11-Dec-11	20	18	737
11-Dec-11	21	14	626
11-Dec-11	22	16	598
11-Dec-11	23	14	579
12-Dec-11	0	13	929
12-Dec-11	1	11	948
12-Dec-11	2	11	483
12-Dec-11	3	14	467
12-Dec-11	4	12	478
12-Dec-11	5	11	398
12-Dec-11	6	11	378
12-Dec-11	7	12	338
12-Dec-11	8	14	313
12-Dec-11	9	13	317
12-Dec-11	10	13	321
12-Dec-11	11	13	325
12-Dec-11	12	12	335
12-Dec-11	13	11	371
12-Dec-11	14	13	410
12-Dec-11	15	13	499
12-Dec-11	16	14	513
12-Dec-11	17	16	630
12-Dec-11	18	17	691
12-Dec-11	19	15	685
12-Dec-11	20	14	734
12-Dec-11	21	16	450
12-Dec-11	22	13	496
12-Dec-11	23	17	519
13-Dec-11	0	14	519
13-Dec-11	1	21	649
13-Dec-11	2	22	710
13-Dec-11	3	19	687
13-Dec-11	4	16	691
13-Dec-11	5	14	507
13-Dec-11	6	16	381
13-Dec-11	7	18	462
13-Dec-11	8	17	453
13-Dec-11	9	20	509
13-Dec-11	10	19	572
13-Dec-11	11	25	728
13-Dec-11	12	44	2556
13-Dec-11	13	72	5989
13-Dec-11	14	87	5988
13-Dec-11	15	97	8641
13-Dec-11	16	96	9893
13-Dec-11	17	109	10052
13-Dec-11	18	116	10536
13-Dec-11	19	118	10441
13-Dec-11	20	129	11239
13-Dec-11	21	122	10858
13-Dec-11	22	128	7212
13-Dec-11	23	121	4530
14-Dec-11	0	119	4717
14-Dec-11	1	119	4519
14-Dec-11	2	130	4920
14-Dec-11	3	127	4676
14-Dec-11	4	112	4480
14-Dec-11	5	94	4061
14-Dec-11	6	93	3951
14-Dec-11	7	76	3281
14-Dec-11	8	63	2221
14-Dec-11	9	57	2289
14-Dec-11	10	48	1906
14-Dec-11	11	42	2138
14-Dec-11	12	43	2137
14-Dec-11	13	40	2499
14-Dec-11	14	53	6287
14-Dec-11	15	75	7135
14-Dec-11	16	95	7934
14-Dec-11	17	105	8032
14-Dec-11	18	140	8173
14-Dec-11	19	158	9163
14-Dec-11	20	166	8448
14-Dec-11	21	170	8443
14-Dec-11	22	155	7261
14-Dec-11	23	145	6671
15-Dec-11	0	143	6872
15-Dec-11	1	154	4156
15-Dec-11	2	145	4444
15-Dec-11	3	143	4280
15-Dec-11	4	129	4543
15-Dec-11	5	127	3589
15-Dec-11	6	115	2807
15-Dec-11	7	108	2724
15-Dec-11	8	83	2612
15-Dec-11	9	62	1942
15-Dec-11	10	55	1558
15-Dec-11	11	55	1423
15-Dec-11	12	51	1794
15-Dec-11	13	55	1798
15-Dec-11	14	62	2288
15-Dec-11	15	77	4188
15-Dec-11	16	103	5077
15-Dec-11	17	120	5536
15-Dec-11	18	144	6214
15-Dec-11	19	154	6303
15-Dec-11	20	161	6281
15-Dec-11	21	178	6307
15-Dec-11	22	198	6361
15-Dec-11	23	186	6910
16-Dec-11	0	177	6878
16-Dec-11	1	195	8913
16-Dec-11	2	193	9983
16-Dec-11	3	183	11664
16-Dec-11	4	168	9832
16-Dec-11	5	159	12852
16-Dec-11	6	159	12157
16-Dec-11	7	144	4181
16-Dec-11	8	114	3560
16-Dec-11	9	64	1374
16-Dec-11	10	16	601
16-Dec-11	11	16	676
16-Dec-11	12	34	802
16-Dec-11	13	81	1284
16-Dec-11	14	93	1716
16-Dec-11	15	114	3269
16-Dec-11	16	129	3387
16-Dec-11	17	149	5562
16-Dec-11	18	174	8067
16-Dec-11	19	191	7036
16-Dec-11	20	209	6268
16-Dec-11	21	201	9038
16-Dec-11	22	201	5594
16-Dec-11	23	219	5965
17-Dec-11	0	193	5083
17-Dec-11	1	190	5068
17-Dec-11	2	188	4736
17-Dec-11	3	189	4752
17-Dec-11	4	186	4747
17-Dec-11	5	185	4049
17-Dec-11	6	180	4036
17-Dec-11	7	163	3701
17-Dec-11	8	150	3391
17-Dec-11	9	139	1950
17-Dec-11	10	117	1500
17-Dec-11	11	102	1574
17-Dec-11	12	107	1301
17-Dec-11	13	98	1365
17-Dec-11	14	99	1785
17-Dec-11	15	101	2122
17-Dec-11	16	112	2326
17-Dec-11	17	120	2687
17-Dec-11	18	129	2832
17-Dec-11	19	148	2887
17-Dec-11	20	162	3460
17-Dec-11	21	171	3262
17-Dec-11	22	167	2963
17-Dec-11	23	165	2592
18-Dec-11	0	183	2774
18-Dec-11	1	182	2343
18-Dec-11	2	178	1920
18-Dec-11	3	176	3801
18-Dec-11	4	178	4285
18-Dec-11	5	167	3713
18-Dec-11	6	147	3530
18-Dec-11	7	138	1807
18-Dec-11	8	126	2270
18-Dec-11	9	98	2055
18-Dec-11	10	95	2091
18-Dec-11	11	83	2161
18-Dec-11	12	80	1844
18-Dec-11	13	82	1783
18-Dec-11	14	83	2161
18-Dec-11	15	93	2010
18-Dec-11	16	96	2080
18-Dec-11	17	113	2490
18-Dec-11	18	127	3160
18-Dec-11	19	150	3237
18-Dec-11	20	146	4251
18-Dec-11	21	149	4448
18-Dec-11	22	153	4860
18-Dec-11	23	161	4862
19-Dec-11	0	171	4385
19-Dec-11	1	151	4320
19-Dec-11	2	138	3764
19-Dec-11	3	147	3865
19-Dec-11	4	142	4181
19-Dec-11	5	140	3448
19-Dec-11	6	128	3301
19-Dec-11	7	121	2986
19-Dec-11	8	106	2815
19-Dec-11	9	86	2593
19-Dec-11	10	75	2495
19-Dec-11	11	69	2327
19-Dec-11	12	68	2095
19-Dec-11	13	61	979
19-Dec-11	14	72	1230
19-Dec-11	15	78	1518
19-Dec-11	16	88	1695
19-Dec-11	17	93	1715
19-Dec-11	18	108	1920
19-Dec-11	19	109	2031
19-Dec-11	20	111	5123
19-Dec-11	21	123	4439
19-Dec-11	22	144	4477
19-Dec-11	23	143	4452
20-Dec-11	0	146	5029
20-Dec-11	1	95	2697
20-Dec-11	2	38	2420
20-Dec-11	3	36	3125
20-Dec-11	4	38	3206
20-Dec-11	5	55	1747
20-Dec-11	6	158	4894
20-Dec-11	7	161	4494
20-Dec-11	8	157	3804
20-Dec-11	9	132	3260
20-Dec-11	10	127	3059
20-Dec-11	11	122	2507
20-Dec-11	12	108	2421
20-Dec-11	13	99	1329
20-Dec-11	14	95	1515
20-Dec-11	15	108	1827
20-Dec-11	16	112	2232
20-Dec-11	17	122	2155
20-Dec-11	18	139	2336
20-Dec-11	19	156	3905
20-Dec-11	20	163	3738
20-Dec-11	21	177	3996
20-Dec-11	22	186	5783
20-Dec-11	23	197	4420
21-Dec-11	0	188	4335
21-Dec-11	1	186	2888
21-Dec-11	2	174	2632
21-Dec-11	3	171	2767
21-Dec-11	4	171	3349
21-Dec-11	5	163	4717
21-Dec-11	6	161	4908
21-Dec-11	7	144	4004
21-Dec-11	8	143	3653
21-Dec-11	9	120	3053
21-Dec-11	10	99	2752
21-Dec-11	11	92	2368
21-Dec-11	12	83	1233
21-Dec-11	13	80	1146
21-Dec-11	14	80	1394
21-Dec-11	15	78	1188
21-Dec-11	16	87	1389
21-Dec-11	17	94	1847
21-Dec-11	18	105	1945
21-Dec-11	19	118	2941
21-Dec-11	20	134	3846
21-Dec-11	21	145	3431
21-Dec-11	22	168	3656
21-Dec-11	23	160	2567
22-Dec-11	0	156	8350
22-Dec-11	1	146	4698
22-Dec-11	2	160	5861
22-Dec-11	3	174	4703
22-Dec-11	4	171	4776
22-Dec-11	5	163	5863
22-Dec-11	6	153	4786
22-Dec-11	7	141	3947
22-Dec-11	8	133	3348
22-Dec-11	9	91	2971
22-Dec-11	10	30	639
22-Dec-11	11	30	515
22-Dec-11	12	35	663
22-Dec-11	13	53	1070
22-Dec-11	14	60	1116
22-Dec-11	15	65	1726
22-Dec-11	16	77	2290
22-Dec-11	17	89	2152
22-Dec-11	18	105	2146
22-Dec-11	19	125	2580
22-Dec-11	20	136	3507
22-Dec-11	21	158	3200
22-Dec-11	22	149	4209
22-Dec-11	23	162	4925
23-Dec-11	0	160	6530
23-Dec-11	1	156	8856
23-Dec-11	2	152	7110
23-Dec-11	3	144	6373
23-Dec-11	4	164	6903
23-Dec-11	5	165	8060
23-Dec-11	6	148	3783
23-Dec-11	7	122	3766
23-Dec-11	8	107	3636
23-Dec-11	9	101	3866
23-Dec-11	10	85	2784
23-Dec-11	11	74	1428
23-Dec-11	12	68	1058
23-Dec-11	13	62	1139
23-Dec-11	14	70	1195
23-Dec-11	15	74	1356
23-Dec-11	16	79	1765
23-Dec-11	17	82	1668
23-Dec-11	18	85	1801
23-Dec-11	19	99	1927
23-Dec-11	20	121	2433
23-Dec-11	21	133	3720
23-Dec-11	22	136	2726
23-Dec-11	23	125	4237
24-Dec-11	0	134	5728
24-Dec-11	1	133	4912
24-Dec-11	2	123	4143
24-Dec-11	3	118	4917
24-Dec-11	4	120	4151
24-Dec-11	5	127	3451
24-Dec-11	6	124	3495
24-Dec-11	7	114	3814
24-Dec-11	8	112	3419
24-Dec-11	9	93	2962
24-Dec-11	10	88	2804
24-Dec-11	11	72	1767
24-Dec-11	12	56	1619
24-Dec-11	13	66	1769
24-Dec-11	14	57	1675
24-Dec-11	15	61	1475
24-Dec-11	16	71	2202
24-Dec-11	17	73	2667
24-Dec-11	18	79	2794
24-Dec-11	19	69	2100
24-Dec-11	20	87	2523
24-Dec-11	21	81	2287
24-Dec-11	22	83	3416
24-Dec-11	23	92	3216
25-Dec-11	0	109	4130
25-Dec-11	1	111	3351
25-Dec-11	2	94	3463
25-Dec-11	3	86	3288
25-Dec-11	4	82	3071
25-Dec-11	5	81	3062
25-Dec-11	6	83	3375
25-Dec-11	7	92	2918
25-Dec-11	8	83	2731
25-Dec-11	9	71	2397
25-Dec-11	10	64	2371
25-Dec-11	11	60	2440
25-Dec-11	12	54	1375
25-Dec-11	13	59	1476
25-Dec-11	14	54	1800
25-Dec-11	15	63	2369
25-Dec-11	16	73	2062
25-Dec-11	17	75	1921
25-Dec-11	18	83	2267
25-Dec-11	19	82	2295
25-Dec-11	20	92	2113
25-Dec-11	21	90	2708
25-Dec-11	22	100	3758
25-Dec-11	23	100	3629
26-Dec-11	0	105	3197
26-Dec-11	1	109	5401
26-Dec-11	2	107	3771
26-Dec-11	3	122	3651
26-Dec-11	4	136	4243
26-Dec-11	5	141	4821
26-Dec-11	6	129	4083
26-Dec-11	7	108	3644
26-Dec-11	8	102	3442
26-Dec-11	9	89	2790
26-Dec-11	10	75	2593
26-Dec-11	11	77	2963
26-Dec-11	12	61	2354
26-Dec-11	13	50	1233
26-Dec-11	14	56	1611
26-Dec-11	15	61	1651
26-Dec-11	16	67	1850
26-Dec-11	17	84	2267
26-Dec-11	18	94	3342
26-Dec-11	19	111	3252
26-Dec-11	20	123	3688
26-Dec-11	21	125	3746
26-Dec-11	22	140	4886
26-Dec-11	23	144	4402
27-Dec-11	0	153	4660
27-Dec-11	1	154	3273
27-Dec-11	2	132	2640
27-Dec-11	3	141	2844
27-Dec-11	4	145	6324
27-Dec-11	5	154	5135
27-Dec-11	6	134	4439
27-Dec-11	7	131	6138
27-Dec-11	8	113	3729
27-Dec-11	9	96	3378
27-Dec-11	10	85	3278
27-Dec-11	11	63	2341
27-Dec-11	12	22	404
27-Dec-11	13	19	477
27-Dec-11	14	25	520
27-Dec-11	15	26	802
27-Dec-11	16	35	972
27-Dec-11	17	47	1895
27-Dec-11	18	59	2927
27-Dec-11	19	95	4010
27-Dec-11	20	147	2663
27-Dec-11	21	183	3436
27-Dec-11	22	173	4314
27-Dec-11	23	167	4000
28-Dec-11	0	160	3225
28-Dec-11	1	168	3039
28-Dec-11	2	151	2863
28-Dec-11	3	154	2578
28-Dec-11	4	143	3641
28-Dec-11	5	145	4344
28-Dec-11	6	136	4191
28-Dec-11	7	132	3508
28-Dec-11	8	111	3727
28-Dec-11	9	100	3341
28-Dec-11	10	76	2661
28-Dec-11	11	69	2362
28-Dec-11	12	67	2921
28-Dec-11	13	69	2332
28-Dec-11	14	71	1007
28-Dec-11	15	93	1790
28-Dec-11	16	100	1736
28-Dec-11	17	92	1302
28-Dec-11	18	111	2159
28-Dec-11	19	120	2107
28-Dec-11	20	121	2178
28-Dec-11	21	127	3683
28-Dec-11	22	133	4075
28-Dec-11	23	142	4769
29-Dec-11	0	143	4899
29-Dec-11	1	145	4589
29-Dec-11	2	147	5231
29-Dec-11	3	147	3831
29-Dec-11	4	152	5253
29-Dec-11	5	143	4677
29-Dec-11	6	121	4536
29-Dec-11	7	120	4451
29-Dec-11	8	102	4099
29-Dec-11	9	96	4238
29-Dec-11	10	84	4002
29-Dec-11	11	69	1482
29-Dec-11	12	73	1419
29-Dec-11	13	74	1473
29-Dec-11	14	72	1494
29-Dec-11	15	66	1283
29-Dec-11	16	65	1252
29-Dec-11	17	61	1219
29-Dec-11	18	88	1636
29-Dec-11	19	111	2271
29-Dec-11	20	118	2699
29-Dec-11	21	129	3753
29-Dec-11	22	134	4058
29-Dec-11	23	135	4014
30-Dec-11	0	124	4448
30-Dec-11	1	133	5443
30-Dec-11	2	133	2791
30-Dec-11	3	146	3059
30-Dec-11	4	141	4810
30-Dec-11	5	139	4183
30-Dec-11	6	128	3661
30-Dec-11	7	115	3866
30-Dec-11	8	103	4480
30-Dec-11	9	100	3903
30-Dec-11	10	79	2672
30-Dec-11	11	74	1595
30-Dec-11	12	75	1587
30-Dec-11	13	68	1279
30-Dec-11	14	64	1362
30-Dec-11	15	73	1638
30-Dec-11	16	83	1840
30-Dec-11	17	84	1927
30-Dec-11	18	87	1875
30-Dec-11	19	114	2789
30-Dec-11	20	125	2873
30-Dec-11	21	128	2859
30-Dec-11	22	147	4676
30-Dec-11	23	144	4445
31-Dec-11	0	142	5082
31-Dec-11	1	134	4974
31-Dec-11	2	128	4645
31-Dec-11	3	135	4563
31-Dec-11	4	146	5019
31-Dec-11	5	133	4463
31-Dec-11	6	122	4185
31-Dec-11	7	128	3413
31-Dec-11	8	117	3233
