game	date	hour	nb_streamer	nb_spec
Battlefield	30-Dec-11	20	32	721
Battlefield	30-Dec-11	21	31	772
Battlefield	30-Dec-11	22	43	791
Battlefield	30-Dec-11	23	48	833
Battlefield	31-Dec-11	0	47	979
Battlefield	31-Dec-11	1	48	697
Battlefield	31-Dec-11	2	48	695
Battlefield	31-Dec-11	3	46	705
Battlefield	31-Dec-11	4	42	894
Battlefield	31-Dec-11	5	41	910
Battlefield	31-Dec-11	6	34	528
Battlefield	31-Dec-11	7	36	573
Battlefield	31-Dec-11	8	36	561
Battlefield	31-Dec-11	9	36	756
Battlefield	31-Dec-11	10	26	478
Battlefield	31-Dec-11	11	25	563
Battlefield	31-Dec-11	12	27	456
Battlefield	31-Dec-11	13	25	407
Battlefield	31-Dec-11	14	22	439
Battlefield	31-Dec-11	15	24	537
Battlefield	31-Dec-11	16	24	551
Battlefield	31-Dec-11	17	24	384
Battlefield	31-Dec-11	18	23	513
Battlefield	31-Dec-11	19	20	291
Battlefield	31-Dec-11	20	20	296
Battlefield	31-Dec-11	21	23	1082
Battlefield	31-Dec-11	22	27	527
Battlefield	31-Dec-11	23	28	520
Battlefield	01-janv-12	0	33	770
Battlefield	01-janv-12	1	36	949
Battlefield	01-janv-12	2	29	504
Battlefield	01-janv-12	3	32	779
Battlefield	01-janv-12	4	29	1310
Battlefield	01-janv-12	5	31	604
Battlefield	01-janv-12	6	27	362
Battlefield	01-janv-12	7	25	353
Battlefield	01-janv-12	8	22	394
Battlefield	01-janv-12	9	20	280
Battlefield	01-janv-12	10	16	289
Battlefield	01-janv-12	11	8	279
Battlefield	01-janv-12	12	9	398
Battlefield	01-janv-12	13	18	324
Battlefield	01-janv-12	14	20	298
Battlefield	01-janv-12	15	23	316
Battlefield	01-janv-12	16	23	409
Battlefield	01-janv-12	17	26	557
Battlefield	01-janv-12	18	34	910
Battlefield	01-janv-12	19	36	771
Battlefield	01-janv-12	20	28	692
Battlefield	01-janv-12	21	30	665
Battlefield	01-janv-12	22	38	764
Battlefield	01-janv-12	23	38	757
Battlefield	02-janv-12	0	39	1137
Battlefield	02-janv-12	1	34	697
Battlefield	02-janv-12	2	33	659
Battlefield	02-janv-12	3	32	790
Battlefield	02-janv-12	4	41	1066
Battlefield	02-janv-12	5	37	854
Battlefield	02-janv-12	6	36	691
Battlefield	02-janv-12	7	29	657
Battlefield	02-janv-12	8	25	713
Battlefield	02-janv-12	9	22	382
Battlefield	02-janv-12	10	22	320
Battlefield	02-janv-12	11	23	402
Battlefield	02-janv-12	12	15	445
Battlefield	02-janv-12	13	16	348
Battlefield	02-janv-12	14	17	352
Battlefield	02-janv-12	15	17	396
Battlefield	02-janv-12	16	21	423
Battlefield	02-janv-12	17	20	490
Battlefield	02-janv-12	18	25	842
Battlefield	02-janv-12	19	32	730
Battlefield	02-janv-12	20	26	534
Battlefield	02-janv-12	21	30	599
Battlefield	02-janv-12	22	44	623
Battlefield	02-janv-12	23	38	740
Battlefield	03-janv-12	0	39	965
Battlefield	03-janv-12	1	42	1557
Battlefield	03-janv-12	2	42	900
Battlefield	03-janv-12	3	42	824
Battlefield	03-janv-12	4	44	583
Battlefield	03-janv-12	5	41	530
Battlefield	03-janv-12	6	32	873
Battlefield	03-janv-12	7	32	541
Battlefield	03-janv-12	8	33	510
Battlefield	03-janv-12	9	25	607
Battlefield	03-janv-12	10	20	459
Battlefield	03-janv-12	11	20	466
Battlefield	03-janv-12	12	17	291
Battlefield	03-janv-12	13	15	376
Battlefield	03-janv-12	14	18	492
Battlefield	03-janv-12	15	18	698
Battlefield	03-janv-12	16	17	447
Battlefield	03-janv-12	17	26	439
Battlefield	03-janv-12	18	30	519
Battlefield	03-janv-12	19	26	500
Battlefield	03-janv-12	20	35	575
Battlefield	03-janv-12	21	40	746
Battlefield	03-janv-12	22	34	718
Battlefield	03-janv-12	23	35	563
Battlefield	04-janv-12	0	37	578
Battlefield	04-janv-12	1	40	874
Battlefield	04-janv-12	2	39	605
Battlefield	04-janv-12	3	34	646
Battlefield	04-janv-12	4	35	607
Battlefield	04-janv-12	5	30	584
Battlefield	04-janv-12	6	39	784
Battlefield	04-janv-12	7	31	408
Battlefield	04-janv-12	8	23	318
Battlefield	04-janv-12	9	25	361
Battlefield	04-janv-12	10	19	324
Battlefield	04-janv-12	11	22	344
Battlefield	04-janv-12	12	22	381
Battlefield	04-janv-12	13	20	455
Battlefield	04-janv-12	14	17	424
Battlefield	04-janv-12	15	17	549
Battlefield	04-janv-12	16	16	494
Battlefield	04-janv-12	17	20	635
Battlefield	04-janv-12	18	20	694
Battlefield	04-janv-12	19	23	617
Battlefield	04-janv-12	20	27	391
Battlefield	04-janv-12	21	26	517
Battlefield	04-janv-12	22	35	1027
Battlefield	04-janv-12	23	36	1370
Battlefield	05-janv-12	0	40	1129
Battlefield	05-janv-12	1	39	992
Battlefield	05-janv-12	2	39	726
Battlefield	05-janv-12	3	40	1110
Battlefield	05-janv-12	4	44	945
Battlefield	05-janv-12	5	45	986
Battlefield	05-janv-12	6	36	1111
Battlefield	05-janv-12	7	28	455
Battlefield	05-janv-12	8	20	438
Battlefield	05-janv-12	9	18	672
Battlefield	05-janv-12	10	20	405
Battlefield	05-janv-12	11	17	380
Battlefield	05-janv-12	12	19	344
Battlefield	05-janv-12	13	17	575
Battlefield	05-janv-12	14	24	371
Battlefield	05-janv-12	15	27	823
Battlefield	05-janv-12	16	31	719
Battlefield	05-janv-12	17	23	657
Battlefield	05-janv-12	18	29	515
Battlefield	05-janv-12	19	32	624
Battlefield	05-janv-12	20	34	572
Battlefield	05-janv-12	21	36	718
Battlefield	05-janv-12	22	44	1295
Battlefield	05-janv-12	23	50	992
Battlefield	06-janv-12	0	47	847
Battlefield	06-janv-12	1	45	702
Battlefield	06-janv-12	2	43	733
Battlefield	06-janv-12	3	43	989
Battlefield	06-janv-12	4	39	783
Battlefield	06-janv-12	5	38	804
Battlefield	06-janv-12	6	29	1695
Battlefield	06-janv-12	7	28	1244
Battlefield	06-janv-12	8	31	1303
Battlefield	06-janv-12	9	21	557
Battlefield	06-janv-12	10	20	340
Battlefield	06-janv-12	11	23	409
Battlefield	06-janv-12	12	17	314
Battlefield	06-janv-12	13	15	486
Battlefield	06-janv-12	14	13	211
Battlefield	06-janv-12	15	16	320
Battlefield	06-janv-12	16	16	571
Battlefield	06-janv-12	17	22	236
Battlefield	06-janv-12	18	23	257
Battlefield	06-janv-12	19	29	388
Battlefield	06-janv-12	20	34	417
Battlefield	06-janv-12	21	36	682
Battlefield	06-janv-12	22	31	590
Battlefield	06-janv-12	23	37	1167
Battlefield	07-janv-12	0	39	722
Battlefield	07-janv-12	1	48	700
Battlefield	07-janv-12	2	41	971
Battlefield	07-janv-12	3	48	1101
Battlefield	07-janv-12	4	53	1467
Battlefield	07-janv-12	5	48	904
Battlefield	07-janv-12	6	38	844
Battlefield	07-janv-12	7	39	1334
Battlefield	07-janv-12	8	33	909
Battlefield	07-janv-12	9	26	525
Battlefield	07-janv-12	10	28	452
Battlefield	07-janv-12	11	28	386
Battlefield	07-janv-12	12	21	401
Battlefield	07-janv-12	13	22	402
Battlefield	07-janv-12	14	25	517
Battlefield	07-janv-12	15	24	525
Battlefield	07-janv-12	16	20	428
Battlefield	07-janv-12	17	24	495
Battlefield	07-janv-12	18	31	409
Battlefield	07-janv-12	19	33	573
Battlefield	07-janv-12	20	30	320
Battlefield	07-janv-12	21	39	642
Battlefield	07-janv-12	22	52	877
Battlefield	07-janv-12	23	49	725
Battlefield	08-janv-12	0	47	766
Battlefield	08-janv-12	1	50	949
Battlefield	08-janv-12	2	58	726
Battlefield	08-janv-12	3	46	844
Battlefield	08-janv-12	4	48	962
Battlefield	08-janv-12	5	50	797
Battlefield	08-janv-12	6	42	689
Battlefield	08-janv-12	7	40	719
Battlefield	08-janv-12	8	44	772
Battlefield	08-janv-12	9	36	596
Battlefield	08-janv-12	10	27	309
Battlefield	08-janv-12	11	31	498
Battlefield	08-janv-12	12	28	366
Battlefield	08-janv-12	13	32	387
Battlefield	08-janv-12	14	28	414
Battlefield	08-janv-12	15	29	426
Battlefield	08-janv-12	16	26	589
Battlefield	08-janv-12	17	30	748
Battlefield	08-janv-12	18	37	737
Battlefield	08-janv-12	19	44	752
Battlefield	08-janv-12	20	49	928
Battlefield	08-janv-12	21	56	975
Battlefield	08-janv-12	22	53	1596
Battlefield	08-janv-12	23	57	1077
Battlefield	09-janv-12	0	43	719
Battlefield	09-janv-12	1	32	496
Battlefield	09-janv-12	2	32	764
Battlefield	09-janv-12	3	35	843
Battlefield	09-janv-12	4	32	493
Battlefield	09-janv-12	5	40	580
Battlefield	09-janv-12	6	34	401
Battlefield	09-janv-12	7	35	744
Battlefield	09-janv-12	8	27	317
Battlefield	09-janv-12	9	19	238
Battlefield	09-janv-12	10	23	422
Battlefield	09-janv-12	11	17	211
Battlefield	09-janv-12	12	21	213
Battlefield	09-janv-12	13	16	187
Battlefield	09-janv-12	14	14	572
Battlefield	09-janv-12	15	13	197
